address_on_stride,amount,denom,date
stride1jhg348mscr6vhmh5ehhnjzmmpq90hjtj94reyp,199.161018,sttia,2024-02-29
stride1jhkppwt529thezr4ruk82s9649a8705etzc0sc,294.519905,sttia,2024-02-29
stride1jhlqm6f4ayl655nqdrqwfqmjen9z9qy3k6n3gd,100.039999,sttia,2024-02-29
stride1jhm6vnyc82p0dmagta2rfflxg3j86mvrfkmjqh,301.338113,sttia,2024-02-29
stride1jhq4z9f9vkr6hamt0vz7fqmnnqfw883pcj6khk,100.999998,sttia,2024-02-29
stride1jkspfazh59j60ztuc2srpzdsncy4hfw38hnqcq,1359.959999,sttia,2024-02-29
stride1jl2843s5uat5zmm270wkzexlkvzzwms0v6jawp,2625.370459,sttia,2024-02-29
stride1jl6cjxl7kz0xk9e3vcsxy3g6phmumjnxhkly4d,421.783958,sttia,2024-02-29
stride1jl7zr8m7yklzr7wuguu9qv9dvwckazg3q8lakp,150.52589,sttia,2024-02-29
stride1jlpqc4qc326uqz7c9scdyua34dl8urmpyvyyjy,118.366303,sttia,2024-02-29
stride1jlts5vswkazd662a208erl2ve0dxrj2cvrm60m,191.979999,sttia,2024-02-29
stride1jm86m2p0ruev6m5pt7qx56df5nt88g0zycd6k4,1490.665794,sttia,2024-02-29
stride1jmakgjr8hzhg0t60s4qgel25v80l0t7ezlpky0,127.59071,sttia,2024-02-29
stride1jmnmrh6we4wcpjk0nwuf0ndzydk7ewpupjru5x,200.0,sttia,2024-02-29
stride1jncuuk9ytmdml3l9wsl4zpytgmc84eszd3ckvg,582.957799,sttia,2024-02-29
stride1jnhje42mwh7yzxcc459vl3vpnn9a05m6macejy,169.185171,sttia,2024-02-29
stride1jnjlf60a4k9pgd0uajkeyhpust7p2vtpu4yg2w,1442.075559,sttia,2024-02-29
stride1jp3g8d27tpy5zlq2lqha0ecv9xtx4wns74jg7t,191.929859,sttia,2024-02-29
stride1jq7mpp06vku06kxrkgzujxz69pxzughphrsn48,1068.00109,sttia,2024-02-29
stride1jq897vh7k7z374xg8n9en8j08pqptzv7wctyjz,379.59725,sttia,2024-02-29
stride1jqd8futpdjzr0ekm2zz6xjxw9rmew46mcjplkg,104.073321,sttia,2024-02-29
stride1jqpwycfltp49aavj4ryplyl8ea46n46wc5l8qj,400.435275,sttia,2024-02-29
stride1jqr4a35ur2ceqmty8fdxdn6dppnk0dya334sge,639.791235,sttia,2024-02-29
stride1jr6m4eu65kgf6flncd7nrhd4gcaexexrp08q68,104.108761,sttia,2024-02-29
stride1jsly09twmzy49hzcx28fhcy76ftqw8ye5fc9kf,100.232868,sttia,2024-02-29
stride1jsp2n97skqk0f7v9qh9ewqsvj96cghzep2z9aq,251.818058,sttia,2024-02-29
stride1jsudvp6dfhswk7j475d3lrqwq2ku76fk3ymytt,110.45299,sttia,2024-02-29
stride1jt0qcz2y9p58cpse4etjms804qdl3gunjhf9e2,116.479,sttia,2024-02-29
stride1jtj4gk5h4l6c8khhpwq2c79r8x0vx8mjcx759u,113.43965,sttia,2024-02-29
stride1jtrs9l3mvvu6vl3vz9vs2hwmg34j9aj7pd3neu,124.527156,sttia,2024-02-29
stride1jtrw3e9a6ctxhxastq47tqgg6475q746tqp8jr,200.009479,sttia,2024-02-29
stride1juw7wycxl6l65l6h8ddhl37r2juldtdfr5z70n,100.75173,sttia,2024-02-29
stride1jv990x3zadgu37n7n83zf7uxrzlh8k5k6s7v0l,137.929253,sttia,2024-02-29
stride1jva9wjfya89xdrj75gaa83xsp3avyxlxzkwhkc,148.011589,sttia,2024-02-29
stride1jw2yzq2sdp3xmx8uy0ggflg3qd0kwhp4unzydz,103.937683,sttia,2024-02-29
stride1jwnepk5m2w7eaf62ge0020l4nmmsa2z4ckcwkj,2001.0,sttia,2024-02-29
stride1jwp6fuacxd57x6fdw2hwrdlt5n0m9rrd0u3f32,1312.485646,sttia,2024-02-29
stride1jwxjzpwdtglf7a35sackv0dn0hr9nk6h0pghy9,441.177858,sttia,2024-02-29
stride1jwxsxp2wvuqjl8gt0rtdkm5p82rddswykhn0ja,167.809844,sttia,2024-02-29
stride1jxhrpg97rx682fau6lel3fqdmh6hq0dac44stn,114.43007,sttia,2024-02-29
stride1jxkfsvsn46jyzvwmua3y06ynen439emt4lkzcq,116.203285,sttia,2024-02-29
stride1jxz4duzmlj9y42awue3hkd0f088gt9jph4thdl,297.435549,sttia,2024-02-29
stride1jy0a8mh789end90chqfvgw0td3r7gsm5juml2u,143.841001,sttia,2024-02-29
stride1jy2qmqva72765gn6hy687ndvgs7el82ndguz3g,113.120505,sttia,2024-02-29
stride1jyaz4zunedy86c3yg84zha7pj3vgx3nucalhpx,125.559873,sttia,2024-02-29
stride1jymavanwhp7c0dadkh9x875lxhfch0743r5tsl,679.264458,sttia,2024-02-29
stride1jypavylyp3ddy2u5qtv472v8hhcjkxwvcd0whf,785.14605,sttia,2024-02-29
stride1jz4cmp370hf6xuzze7uphtm9ccsc8ea8nxqul9,119.736637,sttia,2024-02-29
stride1jzhj2vdnaslgy8eqyj6p4e96crn3pzcfvsnfm3,174.438769,sttia,2024-02-29
stride1jzn0gzx6fh295yx50l6y3jkaggju58w8mxk7u6,206.243713,sttia,2024-02-29
stride1jznak7vxhhvrjq9vkcu6l20snutt8q4llvpvm0,100.3,sttia,2024-02-29
stride1jzuefnpyeeqhzgwv9dzumrr5lwap30ct5s3v5g,224.744596,sttia,2024-02-29
stride1k04t3fvdn3j68n60m725cs8arpp6xhpughjkpk,1414.785304,sttia,2024-02-29
stride1k0ekxruwu7lswl3ek5d29cuklzl33x8480lc6p,139.120198,sttia,2024-02-29
stride1k240lmj53rkqmsexfy7p745z3sklmcz2pc6h9m,106.712172,sttia,2024-02-29
stride1k2ajfekg4sgy4ezaaka87lppvka8v5g9sctu92,294.755981,sttia,2024-02-29
stride1k2drzmmcr5jasus2m0rhuntxsyadf9a60kfc07,103.912494,sttia,2024-02-29
stride1k2gwtc2svk96xaw5q0qd0eganrr0t9w8v4r83c,101.0,sttia,2024-02-29
stride1k2pj9vm4emggdef4xu8n9ydgpljemam2l0u68p,113.07769,sttia,2024-02-29
stride1k36uhdp2kwdvp06ks5my58weyrjze8twt3ayxs,100.134913,sttia,2024-02-29
stride1k38mktd0m3m4tvkez0yg7n99g5n4pcay8ekxfh,139.673178,sttia,2024-02-29
stride1k3rdrhgp627ldysnxhvyldmmf455udf5hve3m9,100.826251,sttia,2024-02-29
stride1k4ftp6pnhfvl6jm780yx84y6pgc5uceht5mmvm,100.75173,sttia,2024-02-29
stride1k58zka6d93tzgr9wdp3t2hzaex32dum5es7grl,137.456206,sttia,2024-02-29
stride1k5qhpkjq8dwqfs23g7fk4x0m4yt9nlcuzultzl,166.593932,sttia,2024-02-29
stride1k669am7r7rys0x8952cd9vjuu7d6wn8h9eagpc,106.776707,sttia,2024-02-29
stride1k6d3cwmvqs8kyncc4aqnflwm3swcjl4epce75g,664.459458,sttia,2024-02-29
stride1k6tlltrwsp63fczm27w9valtwhpg39refhgyhs,108.979868,sttia,2024-02-29
stride1k70cuqd209xuh875cnwhgeny49zmqmte4eftqv,122.958876,sttia,2024-02-29
stride1k799f53du2lv8dqgwdq8gem82spzh485pyure4,201.449302,sttia,2024-02-29
stride1k7eh9ngcmwz5rq9cz0c9nwwwaagpfzfm8nddwq,134.979581,sttia,2024-02-29
stride1k7gytww4jl26xxsqpz4uz099zfwl2t3pw023qw,355.422818,sttia,2024-02-29
stride1k7hteqeh933grlzvfjs545qf95nkzer63kt0s2,705.691128,sttia,2024-02-29
stride1k7zwpxj4ej7q0kgvkughxzecmsfdvqd98j2w08,500.244192,sttia,2024-02-29
stride1k82jmw74lntjh5a4jky5p0cyd7g6d7saskqftd,235.98644,sttia,2024-02-29
stride1k8f4ww4lju0j6p84u83dr3c73h8aqrs5cpaf98,100.811392,sttia,2024-02-29
stride1k8lgzhgnxtw8y68prsrd6hek8w7hdj9ljftr6y,104.712759,sttia,2024-02-29
stride1k8teg9ttmfca5lyv8jg8yjy85k65d5m3tujukh,233.349754,sttia,2024-02-29
stride1k9a5mmmgs43tetvasu35dry6gzeswhwcgfw5qa,119.736637,sttia,2024-02-29
stride1ka4wtnrtmhvgct5wnx46py2gkyxads4yp4y6mx,101.391579,sttia,2024-02-29
stride1ka57vjz0qwapf54pntjzckh9ltqhja8shjscx5,149.541712,sttia,2024-02-29
stride1ka7qn8fwynsdfhj5kegrm8w6vlrtnm9qayfs68,196.943867,sttia,2024-02-29
stride1kaef4wpvl5a4ljjm00jmqmufjwgcg6cx7gg3hn,245.338167,sttia,2024-02-29
stride1kanrzt0vzxtnrrz8f5nsymhhnxlm4ypvq34t6d,114.999999,sttia,2024-02-29
stride1kc3g4kwrmuw9pu72phue489pqcwg9smd2f83fc,5000.690367,sttia,2024-02-29
stride1kckh8ldp33dlz9jfqzd34k0l6z7wvzf9epw485,149.147646,sttia,2024-02-29
stride1kd4xx87kfryqpeg729gg7rskksw28jnnxvm0t8,128.012716,sttia,2024-02-29
stride1kdyn5tqpj9quq4qmluq4zt45fpwe7mcumsfglk,108.799999,sttia,2024-02-29
stride1ke7kqrxudsms43542gll8w402gsz42s5fgtcuf,248.193527,sttia,2024-02-29
stride1kec70wg6r7l5esmpqlep9fdxssanzjmwhqkj30,352.212352,sttia,2024-02-29
stride1ketafym4wqplqkreryqr7qrs9fpnmnw9nnwxue,707.498096,sttia,2024-02-29
stride1kfrjwuur93wthdwc6kpf36lwftdzz22we8qflj,900.000002,sttia,2024-02-29
stride1kgc2pfavpt03kjpkw27znh3aag6z78403s74md,100.000941,sttia,2024-02-29
stride1kgpzn25wps256m5t2tnlj5r9gx6memhfgvzxlt,116.416935,sttia,2024-02-29
stride1khp9luagdz7rst29vs5l8x9t6wy6qgzzkhytsk,102.37997,sttia,2024-02-29
stride1khqklqp0ctylxpufswreq6csppekj4sdeet492,222.139724,sttia,2024-02-29
stride1khvhaxfgfddr6gh0vg9ud6zs3kypr5znm0mqgz,398.185944,sttia,2024-02-29
stride1khwzzsa6gp5hx02geudm0h2h25k92kms72ht23,399.392248,sttia,2024-02-29
stride1kja08f5uhz6njg8jnlkqskqsr2gz59awerr0v6,251.899289,sttia,2024-02-29
stride1kjr2ahuv0v93rk2v5fu0vqax9k80szmvl7y9e8,187.885888,sttia,2024-02-29
stride1kkxgg2lhz753wgrrgl0ehzp5lxfam9qsahre4k,188.24155,sttia,2024-02-29
stride1klfxmf3ka74weapzkqcaeulvgv50ymannjq479,100.999978,sttia,2024-02-29
stride1klunt3u0hne4cg4f5a8n95xcnl8ccxdl7ra5tx,280.979999,sttia,2024-02-29
stride1kmc2e2cy245f0nzz66n3ddnga90upjwykfdlk0,116.713238,sttia,2024-02-29
stride1kn04zxy697a5kl4fsyggsmr9nflx3l968tq3fy,484.51465,sttia,2024-02-29
stride1kna4ewxtsl4y8jjf29azs9q5d6tl7249sfnqv0,125.953354,sttia,2024-02-29
stride1knr82mxdg8ww06dqxk7yhhlh9fw30gw6g9v6xp,119.736637,sttia,2024-02-29
stride1knu6lphkagd0f3092tzq4gr5407g3qj3zjnd0f,205.948227,sttia,2024-02-29
stride1kp22rcpkavm47tt7xahnjjxf4tjdlrf0ppz5y8,143.999999,sttia,2024-02-29
stride1kp9gzxc242t4q3vyatu9ra3c7zzyg20xaw4hqd,31544.645522,sttia,2024-02-29
stride1kpr36q9m3fh5ady5yt43et2nhmlmrhm0azwfde,235.382445,sttia,2024-02-29
stride1kpx8ayfvfptk2q99tjqqh9vv56r0fkfh4jpeza,100.540316,sttia,2024-02-29
stride1kq0vsru8ufey2pduv7yn4ppp3h8k028tsr77u3,104.485536,sttia,2024-02-29
stride1kqt7dal57amevmg8vy97p3nhgywers7andg8ld,200.184881,sttia,2024-02-29
stride1kqxawqun86ahex5lh2r4fvtlw8tvqpdf5f555p,139.780871,sttia,2024-02-29
stride1krk05yj5t2fjh7zav39t888npzzxpcyn5uw6s0,136.434834,sttia,2024-02-29
stride1ks3p0rtxkph9us3rg5z3as2hl4gfq4fuky7rwf,269.680837,sttia,2024-02-29
stride1ks59q8s7gnzt4md767a464xmrcd5f8y625z7c3,293.445662,sttia,2024-02-29
stride1ks5dgvs4529s9vg0yj0th05cyml7rmusphghcp,192.98002,sttia,2024-02-29
stride1ksfpqfq57hnmfgx54wg7zm32z0svrn0cnt5fr4,13990.514495,sttia,2024-02-29
stride1kshlyr257twv93ma4dwr6s636p5e0vxn0r59yz,101.09515,sttia,2024-02-29
stride1ksuv5s7r7hean324rgmrmccj9605tazqqqk92n,123.247478,sttia,2024-02-29
stride1ktc8sqse2995hkq9scn7pkmdk5uxplrqjc6zft,117.923675,sttia,2024-02-29
stride1ktecz4dr56j9tsfh7nwg8s9suvhfu70qzfr4v0,106.900003,sttia,2024-02-29
stride1ktscelhxmksl79tryp23gspuf5kqmsn5k5snvq,1269.734766,sttia,2024-02-29
stride1ktxhqd7hchj32stfqzvqnzc8x3wz04xlea2q0e,392.881574,sttia,2024-02-29
stride1ktyep5shj972cc7j0ksjduytff5jaeqhv7zg9e,200.131584,sttia,2024-02-29
stride1ku6a9666mkkudq67kzwn7un0cxhjxh9raleevf,288.453483,sttia,2024-02-29
stride1kuhtajzcr5sh3wz97rzwwyq6rxs92kkdcmplkx,100.751733,sttia,2024-02-29
stride1kvh5n7skften3fv2ry6yc5jkpaz0rwzr8ac4gl,1774.501845,sttia,2024-02-29
stride1kvh8vw857jkj7quzauq7a87g2gst4h9dnghvaq,155.388229,sttia,2024-02-29
stride1kvrhpt2hw4y5ukrgdh87xtp7w6gtape5vzftvn,304.76571,sttia,2024-02-29
stride1kw5qtpnh2eghrtu49l92v8lzcnvl8a049e5vnq,105.646071,sttia,2024-02-29
stride1kwe5jx55cgpkl8dqepe0fmkfkpp6c0kzws8lcj,100.027781,sttia,2024-02-29
stride1kwmgpv5mz265qdmagudzshlh67nppfac7hpqam,193.205273,sttia,2024-02-29
stride1kyah8w6sgc4gcgv2jz2m9wpak38398glyp6tcu,100.751603,sttia,2024-02-29
stride1kyhv9y3tjk4m4psgs8yk9vzftjwnyl5w2g60ck,127.719959,sttia,2024-02-29
stride1kynnu0e2zygc8hmkctfqry9tvakv9nyxvrlfrh,100.751165,sttia,2024-02-29
stride1kyzxlzx8mgqql9q2dfp0nga89jw7h0jpp48trj,150.544044,sttia,2024-02-29
stride1kz56g7a7x2lwun2glw4wuf2rx56nxp44v4wrtp,101.553285,sttia,2024-02-29
stride1kzd2tluext7fve5e025uu3xrdmmszej08xwgnr,114.202846,sttia,2024-02-29
stride1kzl0s2uaq0qpmgh0pfvk7tw48d0uzxyygj4hts,356.45957,sttia,2024-02-29
stride1l00yxpmkpt39myvrhdwjjupuxsjj6mp38q8wgz,238.80387,sttia,2024-02-29
stride1l094mjkj6ydhnxz4tydefnjntqdxynetu7f747,198.947686,sttia,2024-02-29
stride1l0jdxa5cp2gdqxqy8arrgv2xltst8kx9ujtxnr,289.619061,sttia,2024-02-29
stride1l0s568d6q6rhzn4lq7mu2wnhhd8a4qgmalgys8,115.515458,sttia,2024-02-29
stride1l30sct3z3clxjwm4rgaju44l0pm0xd88t7f8p5,100.048751,sttia,2024-02-29
stride1l3e33neruwmhzflq6pwqgxzyn5hwxq32qhn3sl,139.144733,sttia,2024-02-29
stride1l3hlfuw83f43aff3j5mr44kjlt9qmwvfdfjv58,280.979999,sttia,2024-02-29
stride1l49gv32nkyjql70ye25dkg9f50nf22eajpa06h,118.174907,sttia,2024-02-29
stride1l4rfwugdfgjqwdapkydvunjdrepl9s9w5kpj3h,105.0,sttia,2024-02-29
stride1l5m3r2xd5784ayj8h4qf0pncmvua45a2qenpjh,526.552182,sttia,2024-02-29
stride1l63mmf4ttjzetxaw8gh3jrqda545ju6yn94dd6,101.274135,sttia,2024-02-29
stride1l6akcm8xxrtw3d4lduvzvhkfwpru7k9974t4qk,100.75177,sttia,2024-02-29
stride1l6cwtts8802ctqe0tky5g6r4zrte2ry8xq893k,117.677806,sttia,2024-02-29
stride1l6l3e372yglr7fteze6pjspg5625md4xap2dh8,9403.627889,sttia,2024-02-29
stride1l6znfnmdkrmpadl97rw8pwl8784dr4flh0pg39,213.641552,sttia,2024-02-29
stride1l7nfwmqr3pw9xyrrw66vy6ztyc8jcshnjv65dd,160.219226,sttia,2024-02-29
stride1l7ze94gwc4m0h6r6tm4l3nz3c72z7mcanpgwdn,1076.586688,sttia,2024-02-29
stride1l96r7vakhwjg8jrd95pr3nvlefwzashaahrhmc,101.0,sttia,2024-02-29
stride1l9rt3yxgvwjffk4mckdn84hk3t9wd9wgqxju5x,537.617546,sttia,2024-02-29
stride1ladksdscgaduysdpqxrdnhkmluxyez53f0emrg,365.265394,sttia,2024-02-29
stride1lakmy044rxhf6jetmfq33assx6n89g66sezra4,1477.884038,sttia,2024-02-29
stride1lavulrngmvgecfp75llp7s3f22qq2uczu5q6nn,189.805291,sttia,2024-02-29
stride1lce9vdqw2upcvxrl9yq4kql2pyardct4096dzc,119.736447,sttia,2024-02-29
stride1lclcgjjn6khea49un4g879r57ch29zhr8hxwr5,100.751641,sttia,2024-02-29
stride1lcsjy2d5s33h0sddd8lpuqvwyz5ruz7jnzjf9m,1536.832709,sttia,2024-02-29
stride1ld6m4r3rst3vc3j2f9pz55f39wuy3m5rygt0xg,506.102768,sttia,2024-02-29
stride1ldlppep5y6pr482qvcwmzffxzv3tesrfs0eq4x,100.025127,sttia,2024-02-29
stride1le4tamras80hs4w7mr0jzr3z6kugzrjfwdcj6n,2190.856917,sttia,2024-02-29
stride1leatktn7gxuucxxa59es73zrzwnmxydr45ley4,119.73614,sttia,2024-02-29
stride1lf0aq7xyq9wwve2qzu37u2z0u6fepnuwvwmlfa,2024.889098,sttia,2024-02-29
stride1lf50fj6thulr0dxql3ftd29xvggsg9ver6sepk,1012.285932,sttia,2024-02-29
stride1lflwpyaa2x8x0q5pw9y6qv6x0753eq3awvc5vy,100.386682,sttia,2024-02-29
stride1lfnc63cp09c2vvxdgjlesquxp4a264384yp0a4,201.355606,sttia,2024-02-29
stride1lfnc8h94qghekwkdwcqffuawc3u208ul2ul89g,100.016153,sttia,2024-02-29
stride1lg4paas0q9t0mqzmhrhpxkw3qh9cecaeau062p,5921.880131,sttia,2024-02-29
stride1lg9dv7mehv0tj72vyvh7640302zq4kj637ghnr,117.371461,sttia,2024-02-29
stride1lgdwng93exmdfjkerg7spadkl9tzc22vl9k8rq,642.630127,sttia,2024-02-29
stride1lhg9kmq9c5htdl72n54sczdwea0eyjk63j4chc,200.00833,sttia,2024-02-29
stride1ljg4jptk7ft2hw3hgh0kyvztd8ks8pgvpdrk5x,449.823293,sttia,2024-02-29
stride1ljly42a07glnqn290sgpcjwwxszd65tdlx05wa,416.962237,sttia,2024-02-29
stride1ljzekcs9l5npp8rhagzk9lvut2xgvkxyehntnz,100.772819,sttia,2024-02-29
stride1lkesrzwp3j932qky4q49tqrj0m3c4zp8e7r6l0,100.4,sttia,2024-02-29
stride1lkeysmpfa6v9dchvrj6u0fqggfdfwspudh2eye,138.536854,sttia,2024-02-29
stride1lkxuksdftgaknctglttha8ehh4wcwuc6dtv3jt,300.0,sttia,2024-02-29
stride1lky2wgw9n9c0wt70hx2vl4s5wlxkzmf4unf8gj,104.953706,sttia,2024-02-29
stride1ll89xq45vutukp870dda8wsyvms7n0la5nvyv4,153.104649,sttia,2024-02-29
stride1llrmuvuahs67s67pm6xnn06c7w2hym72klykvh,100.751634,sttia,2024-02-29
stride1llv3veajweaumy7vxucfmgpv9lyrhqh8qwg6r2,202.364824,sttia,2024-02-29
stride1lly9u0ynugtzkkjug4rmjcdj4cc2ha0v96q3va,100.999999,sttia,2024-02-29
stride1llyd68pkfxzacqwchj9245g7fj083ve4lds0ka,294.94954,sttia,2024-02-29
stride1lm3506s8v04xtkaun40h3art2sgpj72sqnccjz,234.903467,sttia,2024-02-29
stride1lm365vtt2w8uvthsvgdxv6wz50edzayku3wcxy,6445.133652,sttia,2024-02-29
stride1lmk73h8c8jkkh20reckpa2cd23qdgn9js3set9,200.039758,sttia,2024-02-29
stride1lnthzn7mtdaw73yfnne8mk94jmc8puaz5w5zau,140.759337,sttia,2024-02-29
stride1lp6de2ssjn64rkeeduth8k6lazx8w9fm94rrm3,121.496608,sttia,2024-02-29
stride1lp88c90nyqjgkypm0dprq208859x8u9qx8t50l,1033.231317,sttia,2024-02-29
stride1lpetjz0clev0d0p5y2cuud3q5jrwmrwnl96amg,283.274967,sttia,2024-02-29
stride1lpftsnedhzmtklxmggg6m7j69yud48l5msn5s5,103.060126,sttia,2024-02-29
stride1lql8dml3wk8c6qznwethcj4z9w8858e5qkpwyq,705.739124,sttia,2024-02-29
stride1lqmy7lswakk9qyqufjs4tqpkfd95wqueevedgy,100.640469,sttia,2024-02-29
stride1ls0ha8j5dtdjq7qfkpvhgpvqtdswp0aqhqkql4,198.21813,sttia,2024-02-29
stride1ls3fksehtkund8tn2gerllq92z93uuk8z4f4hy,100.132881,sttia,2024-02-29
stride1lsulddm5zjlg7l3w95p2ptyamc4uk9527r8gfw,129.068456,sttia,2024-02-29
stride1lsum6x43kq952djt3k0ys376pvgc0ggx0wtyfa,119.736743,sttia,2024-02-29
stride1lswe4ul6yzy0n3w9tpmrk2mjf25s74dvwekas4,555.191438,sttia,2024-02-29
stride1lt83tymrlkcg7jtfrzv5370z9uthttpv5z4wej,396.994094,sttia,2024-02-29
stride1ltn859j402fzp4yctufmhdl2kq43kxghs2jez7,205.426676,sttia,2024-02-29
stride1ltnyhjwddxu6guxky563rhrful7g8rll4kn59d,509.207358,sttia,2024-02-29
stride1luu3dql84dqs6zcw0f6x6v90qt5jhy4j8059wl,509.95207,sttia,2024-02-29
stride1lv4egxcc6jjq799eud6ufnsz086frnhpwedjtw,204.305359,sttia,2024-02-29
stride1lv80vdmd855w7gl46cqaa9gw4a9cj9y4yhvm7q,100.763525,sttia,2024-02-29
stride1lv8purdy90apevjj4ey6wksjqmecsgc5qs0ppt,106.289934,sttia,2024-02-29
stride1lv8uw3ml7m0r756875vn6jqla5d8m43zyw6gep,100.542407,sttia,2024-02-29
stride1lv98xzag8342amhffrhp5nzegzyurxkclh5qrp,128.87194,sttia,2024-02-29
stride1lvdmdeu4dtcvnu5eepvl4cefnhles4luv9da5j,130.034648,sttia,2024-02-29
stride1lvl39gzjn8fxa88gh8ahvxxplh8x3fqknl5006,431.121211,sttia,2024-02-29
stride1lw2wv66k9g95rrz2fkl995qtkv5s9xj6m0ezsx,128.979999,sttia,2024-02-29
stride1lwc7g3zqcr25gyfx2a2ds84fng3ll3pxmd4vmu,174.752119,sttia,2024-02-29
stride1lwlpymxq0swsxmcm59re0gvnzqjweecq7eeqsg,100.751641,sttia,2024-02-29
stride1lwu58mywx0qe706u9hssgu48pz50gvnucg5nrf,1466.21836,sttia,2024-02-29
stride1lxykacy737c9rh9ewgy9je5s30tlqavrnqpxz2,124.223419,sttia,2024-02-29
stride1lycfhjcl53tqhk482my75kaykgxph25r3wc6a4,199.731084,sttia,2024-02-29
stride1lyezlgqtvm6stw92jl9zkl87u3hje9zkgmjdtw,592.917099,sttia,2024-02-29
stride1lygzv8dhrqrzvk6frv685t8xsxzd2qxapdjjy7,283.828838,sttia,2024-02-29
stride1lz09hgg4ng2qfkkskjpjjltsl3car2p9t4m4rv,604.233455,sttia,2024-02-29
stride1lzh48w3wyj23zcjxtjhaw25xlcafceclen3eqa,72785.538015,sttia,2024-02-29
stride1lzvyul5kfy9dmdxy05rhkl7fr2va45ccqqd3aw,408.98916,sttia,2024-02-29
stride1m2am7vwgtvmc3qafceu6uv52leedspv37pg0vc,172.332498,sttia,2024-02-29
stride1m2nfju5fur2vf6lfnx3fhskshzcsvsf6fk4vwz,449.996501,sttia,2024-02-29
stride1m2t00myu3jfmspx5qpsg4506hd8pf69g092req,633.114206,sttia,2024-02-29
stride1m33gnauxgt2rxh2xd4znf2ruta7fj3t4qt5ryg,203.821193,sttia,2024-02-29
stride1m3x6aneg05engj40q3grwuwnacz72t7eyr07g2,119.736584,sttia,2024-02-29
stride1m49zm7ekgs28ehy5d6fcx49qfzyhplwrahp7u3,199.923771,sttia,2024-02-29
stride1m4gjweh4y968t5wphwzth3ftfz76mhl43rp9hx,400.64833,sttia,2024-02-29
stride1m4wpee6zlr5qufvc9vsjwqllpvr3g50rlxuds4,542.673421,sttia,2024-02-29
stride1m52rgry6w0gdyk70pufy3vfhw6wzl4davf3980,125.985908,sttia,2024-02-29
stride1m54z03ge6l7fjjusmkrtdpvc9ugqxkrkys5m3u,398.175933,sttia,2024-02-29
stride1m5atd6fm6zh3rtekjrtetve2c5es6f9enee3wz,100.974705,sttia,2024-02-29
stride1m5km3ma9xr9xy487jpagu4mh3uylraz4g2sg9y,100.899424,sttia,2024-02-29
stride1m5le3euluq0kvcrkzh49w6vzs6l9u3hp3dv75f,187.767502,sttia,2024-02-29
stride1m6jkgwxj35a77k7n67nj5susc84m5n6mz5z673,1230.301161,sttia,2024-02-29
stride1m6nmljcv3mjj4h2q2uzq7regah305sjmp4m0nx,308.854603,sttia,2024-02-29
stride1m7utuy2c4sn72j605zz462qna0qkhuar65530e,318.2316,sttia,2024-02-29
stride1m8f48ajan52mm8l3kk4sewhpfdlaks5aehcdyn,3709.779999,sttia,2024-02-29
stride1m8xxews5jyk8xd3qdatk8p6kv8ueda3v39uu3d,100.129998,sttia,2024-02-29
stride1m9703sdadvgn22vq5gs6yt8zwk3dzj99n7uy48,11926.244245,sttia,2024-02-29
stride1m9u7ta6txdl36cv3d8uu5edzues9nssv7ux3hw,147.703662,sttia,2024-02-29
stride1m9ucx5hfdhwxv7yql03ap36khzm3jdzk24phr2,102.124164,sttia,2024-02-29
stride1m9ycuj3qlmc8n3xrk9gt83vlsnp2hhmh43vhg6,124.979999,sttia,2024-02-29
stride1map4uew7qdd2dfuvg5pp6g9t5q6jq3a5xx9xmd,238.852846,sttia,2024-02-29
stride1mcpp9cuhquz37h3wppjjspqh0f7e4ypk3r7thm,2870.072498,sttia,2024-02-29
stride1md2w43n77xxm7x0m827anktg540vgqnxqv2wrq,300.676826,sttia,2024-02-29
stride1md9zaw7gpnrfl2swql6hjvgttjuf6cvkqpawm2,256.898932,sttia,2024-02-29
stride1mdk6m8kakzhm02gshdtck5nz3py9yhefyerpph,2715.494512,sttia,2024-02-29
stride1mdmwnqcm2nzlqpgfnm7kzatt4nwkhshsssj6wc,270.998301,sttia,2024-02-29
stride1mdqnyyv2trj0lcq8eqzvdwpvj6n7fdu324fx3n,101.000878,sttia,2024-02-29
stride1mdu8mftm74plp8762wkt8f0djvl07jm4w6vvqm,100.999999,sttia,2024-02-29
stride1mdz8g7pgrqur9rzu8aj5lu0gfdyl2p99cp3ckr,250.19273,sttia,2024-02-29
stride1mev4k0fvj6gks4wge8wn90emnnz0vmqhn5zc8r,100.751583,sttia,2024-02-29
stride1mf40cxs57a4px5hj5ul0ute2ej5ec6e2jfvv4s,222.789898,sttia,2024-02-29
stride1mf9we3z4a32ssacqrgrs9j8nv6tn8u278872j4,100.751221,sttia,2024-02-29
stride1mfk8gnhyt9dkt83hyaqrv9pwz6s80dl6wdxc8x,119.730368,sttia,2024-02-29
stride1mgad2yaw0xqa4y07w4a5nky7fcu3vpdzcvjfj5,262.095615,sttia,2024-02-29
stride1mgmkef7g7a98zety76sspneqlnms5tt9xsgcph,1099.979999,sttia,2024-02-29
stride1mgpzj6jdms9yvrext5yxj0efsqkywl70uutepn,123.499998,sttia,2024-02-29
stride1mgt00del5x8wnpj4f2ymlqf965mlednl77jzl6,129.192758,sttia,2024-02-29
stride1mh4k9yndvzs69a2dkhr7lt95az3h4xg5utedlp,471.217415,sttia,2024-02-29
