,stutia,sttia,strd
stride1qt8sf7kzyquhmn3plsex9z2j785y7fxhjcfkyc,60898580,60.89858,29.318755921869634
stride1qtctmk2ftelgsquffyv6sjgywszr309f40wj09,1480000,1.48,0.7125249679773659
stride1qty2vwpnz5g2p6qqls7se9fgtxptytzh7xzpv2,10000000,10.0,4.8143578917389585
stride1quygncgvputecyua87qw3sltl5gr0stfkmp798,1000000,1.0,0.4814357891738959
stride1qvcmp4dmcg74rpwqyut9rqzjkpqmshzks4vfxw,257880000,257.88,124.15266131216426
stride1qvrzkpljs06dy540ffze73pqcxpyhq89llnwfy,100087360,100.08736,48.18563714793182
stride1qw6sljy4jwhq2jgxacmzdpdhtx9zya7rl0jqgq,15000000,15.0,7.221536837608438
stride1qww3upvdlnn80fufjugrjne0a6fynrlfwwf2xy,1005000,1.005,0.4838429681197653
stride1qxd6ge0dxa8fe8qzc4punqramqcq390t30hs96,150000,0.15,0.07221536837608437
stride1qxkysemk47lwxeafgz6dadlrzg0wn2yzc8uuda,500000,0.5,0.24071789458694795
stride1qyujhl9dcuue7l4d7s3zkjrrce06pr3uutxh6y,11880000,11.88,5.719457175385883
stride1qz692pm557c9f464n4m73757zzvpplmlwwqe9y,1000000,1.0,0.4814357891738959
stride1qza62v5gq7tfdk2rc0xxenhmp0aksxe0dqht6f,1500000,1.5,0.7221536837608438
stride1r09mm4y9rk3f5a4hpmwdlv734v2405j8u8npjg,15064320,15.06432,7.252502787568103
stride1r0q9yr5aavnfcw73j6fg59extxvk2g9ehcvlny,7680000,7.68,3.69742686085552
stride1r4m9t8eej8dz2sjyfc8zeu5wvyulnycnhuecwh,1180000,1.18,0.5680942312251971
stride1r4pvf0vkgvac4gryv28fy2y0km7yfg94nexyvf,1300000,1.3,0.6258665259260646
stride1r5g2ngyjzq29xk3ccw230fh376v5l025tnq6m7,12250000,12.25,5.897588417380224
stride1r5trk7akrgukgcvvf852kwzgzydmla3rwjv7gn,150000,0.15,0.07221536837608437
stride1r7muq8lppnywyyf6nz65ks6agnvv7lkzsczfqh,51400000,51.4,24.74579956353825
stride1r8w063fy8hl94f6xcamwr2a4hxve2rrz6g29gv,10428440,10.42844,5.020624241252622
stride1r946afq2u8jsky5vstupyypf8z98sr0zzfrts4,1808870,1.80887,0.870854755962985
stride1r9ly5a9chf8ll5p2vezczlmq24vag82s5ent3n,622060,0.62206,0.2994819470135136
stride1ratatkhe6f9wxr7fasa6ayf0s2555qrlkuk4pp,480000,0.48,0.23108917880347
stride1raw9n5c04efk79sd7hxl2as56czt7ujra8gh2d,909260,0.90926,0.43775030566425654
stride1rayy94n96n86gtu7fq88walc2yuup3n2pnnunj,980000,0.98,0.4718070733904179
stride1rc9902ulvveamh5t8gq9yuym6q227qxz0mgyv5,334304620,334.30462,160.94620855417938
stride1rcxzja5r47w8z2t0crueqs2vpjltrmz4ymnvnk,1000000,1.0,0.4814357891738959
stride1rdcwqm4cnlry52xk4hpd47909lkm06vq8awtrm,656310,0.65631,0.31597112279271955
stride1re7mlwnk7f5p5lpz2a92qfh5detwv68j3dy0s0,30000000,30.0,14.443073675216876
stride1reqhvqh5m565fjuh83leykenpw7aqngtgnk3t4,200000000,200.0,96.28715783477918
stride1rfvvgzl6fwddu3gg8592ukwy46rs4zehvs5dmj,101000000,101.0,48.62501470656348
stride1rgwy9ap922f3fmn3h0zf90s3skd0jq9dj4egud,25500000,25.5,12.276612623934346
stride1rh96avd0smnv0ane56ne72c7jmjrvfdrg4mr2g,2480000,2.48,1.1939607571512618
stride1rhvkksn2kuxpu0mttxyjgjy2478uffst87pg3e,79980000,79.98,38.50523441812819
stride1rja7h56uzp8as9vgdz6s4spzzlgdq0nhcvcsvm,6080000,6.08,2.9271295981772867
stride1rjl2xnjqw98xwze89u95nvrnngxtd483kzkfhd,49077100,49.0771,23.627472368866204
stride1rjn7d5cxrey79xegcf3xztjukwsahpky9kgzay,5500000,5.5,2.6478968404564274
stride1rjr7e0422xgzazz47ecuxnxjd08q08rn6d9w9w,5160000,5.16,2.4842086721373025
stride1rk9vpxq2ux2u6u384veu7psxztslwhsczrcqse,5800000,5.8,2.792327577208596
stride1rntntrywkw3znk6p9k3u2pjxsmydmvsceqjh8w,1010000,1.01,0.4862501470656348
stride1rpc0vpe7y6wtvwluga2nhr600vp5h76pfvzzxf,22980000,22.98,11.063394435216127
stride1rsz009hwhcq35du5tes7qs2zklnmf2cm6lqtz5,6151040,6.15104,2.9613307966402003
stride1ru8nqcmqnrl4lf4v6f6mdv52z0uks7ldher3kt,7500000,7.5,3.610768418804219
stride1rvgm6lqle7fmvgg646pmmyzhfkvexu2ard7rd5,24980000,24.98,12.02626601356392
stride1rxdslevtdk4xgju50g4pa3ktf93x9gjvvpa9dz,67000000,67.0,32.25619787465102
stride1rxg5pcxhfenqmyme6ngvvwnkvplfvjpurlrt4v,92900000,92.9,44.72538481425493
stride1rxs7nfytgj9uft6xfalvha33mu5z9ft2zusm22,5000000,5.0,2.4071789458694792
stride1rxyt4gecfz0d9r768eeqx9fyd2hagkj4sp8ea6,4880000,4.88,2.349406651168612
stride1s0xn05r9dcsz6mu9mys8es4su0umvzd2vx7a30,7347230,7.34723,3.5372194732921227
stride1s33zct2zhhaf60x4a90cpe9yquw99jj0hqsqjm,44000000,44.0,21.18317472365142
stride1s3lxna6ryaue704u8nem2agjy4cfdf4r02netn,9980000,9.98,4.804729175955481
stride1s4lqx6yj58putrljxdccltu05kwl42c660wxsq,19700000,19.7,9.484285046725747
stride1s4qcy2xtq2eyvxdgjrnun6fmasyth2kgxa2mqs,13000000,13.0,6.2586652592606455
stride1s4w0xrhlyfz6lgg6qr8t0sp35d386056403neu,500000,0.5,0.24071789458694795
stride1s6dzzjv39k8a4jrwecrk4ezzpp3qp6h7tqut0c,350000,0.35,0.16850252621086353
stride1s6y05wzwyv7wv6qsmakpzyhttkx2un5ucwuy6h,63160000,63.16,30.40748444422326
stride1s6yxpjznn5mthjljutvukf0s267pggm06prvvy,2980000,2.98,1.4346786517382095
stride1s79z3d8c7n3kymnswf6vqv245lmxxetjs3qn42,62580000,62.58,30.128251686502402
stride1s84s8z9qd93uja646m3c8j53my8ykt3je73fln,9000000,9.0,4.332922102565063
stride1s87j3x75ytxdd2g6k7x2gfsqww9sy6dl55crnq,9780000,9.78,4.708442018120701
stride1s9hnn9p5ap80x9374mq38rxua7ruxqxt9qxu8p,7200000,7.2,3.46633768205205
stride1sd8pnh6yqel8jyzv6sudhkw3s7h40zm0c8axlr,2500000,2.5,1.2035894729347396
stride1sdmzcp6agvl9pkq86ywvkfvkc743elg0lkxt9g,131000,0.131,0.06306808838178037
stride1sfh2n2zp4hwea6lk93gdh2d2t05ydrj0e46r3x,518950,0.51895,0.24984110279179325
stride1sfrt9j0w7v6kjlqm432eh27zt2s4ssjd0fmlus,19980000,19.98,9.61908706769444
stride1sgqxlt276jsav8twwap0ls74plcaz3sdz47wyt,9000000,9.0,4.332922102565063
stride1sk6znt0hkdt8th08wn29vslkhzgw2gwc0wvw58,2980000,2.98,1.4346786517382095
stride1sm4453angenxva7f25f9facsph24fm0knet7ak,40997240,40.99724,19.73753859335161
stride1smqr5tp684g07aekcn0w852wqlme5mn6dryuw6,12000000,12.0,5.77722947008675
stride1spkrqpyrxfggjdcs6aa9m732gtfgfqlyulvxl7,14573970,14.57397,7.016430748346683
stride1sq4aa7n6hkw5q0nwczwlrzuw8qgtrrqeqkczwh,3273670,3.27367,1.5760618999449079
stride1sqzdgjhl0vzk7sqxm2gnf4mclpk5p8e42v07rm,986770,0.98677,0.47506639368312525
stride1srat6yfktj8qu30dahzg800pnhevuxdytcya73,2000000,2.0,0.9628715783477918
stride1srddyxjlrcptylkcfefv774jhhafsvu4h0q0y3,505780,0.50578,0.24350059344837305
stride1srjc2737puyzlf9tfqqwmgh8k95z7k4l5hulcw,15000000,15.0,7.221536837608438
stride1ssjyz6mhmk9wj204zvxrm76j8ncen2kz852a42,28980000,28.98,13.952009170259503
stride1st0jrcm9zl7qww4uyjtyhn4trddcafqrzjzvut,1980000,1.98,0.9532428625643138
stride1sudyzsr99xywmf3lyg2aqdevmh5yvl6kkfz84x,10633290,10.63329,5.119246362664896
stride1svema9q3lmrcg0mnrmp8n7mzt476a0c93lg0ts,500000,0.5,0.24071789458694795
stride1svgrg5gztq5a5643vr4wuy0q22gugeqngf2kyp,150000,0.15,0.07221536837608437
stride1svkqmzsjp0dp2avu0hxc28tanv20ffs8nq7dlk,4980000,4.98,2.397550230086001
stride1swdwesjx9gpkedpqfr0x9szlqu7v0v9jgqhyvd,12828410,12.82841,6.1760556921962975
stride1sx6v0nrycx5qwr74wq9vr9pd7vyzgfwfgdshzj,7000000,7.0,3.370050524217271
stride1sxwrweql3wggzj4ynfd772s9m4tahxfz2473wp,13366800,13.3668,6.435255906729631
stride1sz28qcqhqvxya884gr3leyufxzq4vtkhj07dha,150000,0.15,0.07221536837608437
stride1t3m8j8tm8qzpfcrjgez7fm424tmhpyry6shyzx,180000,0.18,0.08665844205130126
stride1t3qp52hf5p4julm52ftssqxdhpvyh9c03g3um2,1600000,1.6,0.7702972626782333
stride1t3r07cp8yqrj69ddcxz0rct94kq56nz9yynkxa,150000,0.15,0.07221536837608437
stride1t3y8c5ahang4vhqhrfffm7s0ftqdjg7haqs2sq,10080000,10.08,4.8528727548728705
stride1t47u9rppluxkvmt8dfpqdahp70gsh4gqfgn26m,5000980000,5000.98,2407.6507529428695
stride1t7390mr7jhj3w0ss3lhvy9rg2l50q0tq0nvxmj,44180000,44.18,21.269833165702718
stride1t824stf0rwudys98afgdjykmucfkzdalpudk95,31135000,31.135,14.989503295929248
stride1t89st7fg83v7wh3cjv4xwsrzs2dtyqrkryv9xr,21960000,21.96,10.572329930258753
stride1taaz8z3dxrzul2xmxmuv8rhpjfpasv570a5nku,49250220,49.25022,23.710818532687988
stride1tat3vwnlr7sp63f4n0d9g8sf69gpkuy0psyc4h,4000000,4.0,1.9257431566955836
stride1tazanrm5wsum3z6lk24a2lpqaqtsvtz4hvhjap,780000,0.78,0.37551991555563874
stride1tch5ma3a8j80nm553zdj2weagd490mke83gqjg,11560000,11.56,5.5653977228502365
stride1tcnxde9nkdythqnqsgmxpg488gqqxfjhd29da5,280000,0.28,0.13480202096869084
stride1tcu3cf77jfaknwdh2zvc2pt5uzgy8qacz5n9sd,1818980000,1818.98,875.722071791533
stride1tcurqpjctrjjf7rnu3lk4de90nalt0wl76xzaf,34980000,34.98,16.840623905302877
stride1td2enss87607z7xxaq6ctxj63xz52245ffvh0c,6584170,6.58417,3.16985508000509
stride1td3xgjta2n95nk8hsmsqkrwfrn7q92anqgc9qq,15270000,15.27,7.3515245006853895
stride1tdz6vcrnu5akpx66kwmj2c34yst3kvhuc2v459,2500000,2.5,1.2035894729347396
stride1tff5390erd5rcvxexnuph499x87sv8nxy7vk72,5740421810,5740.42181,2763.6445042883934
stride1tgje6kmcyfxzc08qzvfpd0404npp963h03gyyl,149500000,149.5,71.97465048149743
stride1thfntksw0d35n2tkr0k8v54fr8wxtxwx2nmnff,16850000,16.85,8.112193047580146
stride1tl3kkma8pyjf9lqrkfuytv2rz6l6xaus5mzsax,3980000,3.98,1.9161144409121056
stride1tn9wkfn2qg5kerems5m474zeme77xeufu8l05e,1100000,1.1,0.5295793680912855
stride1tpjq5kx8zymekmqtsrsthmswwg3hmc7zq0hgrx,980000,0.98,0.4718070733904179
stride1tqajwhew3f2p3t9rffxvk9eelh283ynnf2037m,34640020,34.64002,16.676945365699538
stride1tqvrup5ynpd2629t3tnred5m9rcjlun5nxlegf,980000,0.98,0.4718070733904179
stride1tr55zghf7d6rh3l4qfjhs4p4la2pz79zyxfnq3,13500000,13.5,6.499383153847594
stride1treczrfhsjdvlfvcgldt7d94wj4vhk3rp659gj,159000000,159.0,76.54829047864943
stride1trf94l94etw2svdxcj5xv3c3ema0ujfellxaj2,554980000,554.98,267.18723427572877
stride1ts5vlkr0w03gqs5hz8xyswjyuzuasdsc42rskz,2180000,2.18,1.049530020399093
stride1tsd0g96zk6h0ftlr3e84vhzlws74d5tg4h8klk,28851000,28.851,13.889903953456068
stride1tt6h0ln2smdercnljdlly5dusujwt87f2rpar9,1223280,1.22328,0.5889307721806433
stride1ttm72whxv5jgur8ey7jtfuy8ckpnptny27kycp,1000000,1.0,0.4814357891738959
stride1twsp4qtg29hke50c44r8xdpkfqnazke3k0ec8n,900000,0.9,0.43329221025650627
stride1tx5fu2d7vdyjn9jt7ppm9447n5xzj7m04t62j3,2500000,2.5,1.2035894729347396
stride1tx9m9zkal98plw505enqldzrq2eym2vk6370nl,250000,0.25,0.12035894729347398
stride1txtc3k9zxdh47g6xhgzxk8uartx2yv56advu9q,18980000,18.98,9.137651278520543
stride1tzhgj8qc96hvnjkgpz00ju9p07la6k085w384g,7130970,7.13097,3.4331041695253757
stride1u0e39w8ec6mw8q0rn6s35nv3zfdehyd4ghjfmf,1428220,1.42822,0.6875962228139415
stride1u0kqjcxs37gcddwud6adh8gz8wps9yw6ts7v9h,29980000,29.98,14.433444959433398
stride1u2k9c9ej5nt8aav6en36dwf792nph69vrzjvsc,16000000,16.0,7.702972626782334
stride1u3979l46uqes7alnwhstmrhl8v20jglhehfkhp,13347520,13.34752,6.425973824714357
stride1u3ns7647tt0enktxxxl6hkx30ja4803llu5p2x,2980000,2.98,1.4346786517382095
stride1u3pk20ctn9jgm3wm8w4wdqyq3katf4las7nj7p,99980000,99.98,48.13395020160611
stride1u4jaexg7940ux5df24f0f7zjzerry55ldf0xx9,1356719950,1356.71995,653.1735398162185
stride1u6qq3ge8vfplqnvtfhqggzpaft4m9rw44zfkc6,1650580,1.65058,0.794648284894649
stride1u7d5t4w9gam5ux3pnc7g3vamj23zk9jwk2snq5,10193480,10.19348,4.907506088228324
stride1u8p5gz4cht0n889ecazyg5u776pe73fn4vpr2l,150000000,150.0,72.21536837608437
stride1uarl0yw7jfd9pdwyn94u4w2kqvtxg6ctzawzd2,43900000,43.9,21.135031144734025
stride1uc2vjzyu84hrn2ppasjr9a6x8d39gg54njtwhd,40700000,40.7,19.594436619377564
stride1ucpqvd4mgmccjrdnch4738hlkac53yluqn8e25,6997820,6.99782,3.369000994196872
stride1udeng9wzzlzkp73tz28ejxlelcnta7hrycfx7j,1980000,1.98,0.9532428625643138
stride1uggj0h68ed5xy8scaq2vp5vwm4lucguehgjudv,23445690,23.44569,11.287594267876518
stride1uguwerqj6d8r0njg9pmu29q8rvpceck3jz7hsc,150000,0.15,0.07221536837608437
stride1uhlzks2ycn2e435fg6qvg4kqtukfxkm93wfxn3,8980000,8.98,4.323293386781585
stride1uhsxj8c7zzdgjyefrdjevz6evd8ywpug55cq75,11570370,11.57037,5.57039021198397
stride1uhuhq4my9vcre4yznhm8vmfrvxkwvu9uuhtnf7,1110000,1.11,0.5343937259830245
stride1uhxm539l8zhnr5f4wft753umtc0rx538gm8x77,10000000,10.0,4.8143578917389585
stride1ujzes3xpy0k9ua6jyz5zgk206zsmgfj49l8e3d,14480000,14.48,6.971190227238012
stride1ukshaxrknawjjtaa5j45je2nulmypht9gpr9f0,660000,0.66,0.31774762085477126
stride1un48r2yw7xtpfmpzcdu649kzqkwqj8vu82np9g,585000,0.585,0.2816399366667291
stride1unwph3qewlkxqh02qte7j6e6cz9mpfdfmc7l2f,5700000,5.7,2.744183998291206
stride1upjh84nm03gp7kjgu24sy6qp6569vyqmweqcnr,1498910,1.49891,0.7216289187506443
stride1uta2mx7jdxc0tydznryd8a8we6p3xntsvam0l5,1500000,1.5,0.7221536837608438
stride1uu7sv5kw9jx970jqyrh2rfsg7wr7kxzpwufgqv,16600000,16.6,7.991834100286672
stride1uuvvh83hpd3jndpt9l8tw63r7k63z9ask2h0rc,5386490,5.38649,2.5932490640272983
stride1uvuclgf84a0z7njwldea4pmzggth7fmgqqk4q7,160000,0.16,0.07702972626782334
stride1uvv6v6g0x7875zm94j24tn4wsshzjt2psfgndh,280000,0.28,0.13480202096869084
stride1uwllsasq3utl9q42vwdyxnvwqew50wwucvxe52,744120,0.74412,0.3582459994400794
stride1uwuvns3ndmr9x5624d6skvy953n7zvfd2jp5w7,10980000,10.98,5.286164965129377
stride1ux2ud4fdvva6fjqm2y8ru4pgax8pp2wuztk2v5,17897500,17.8975,8.616497036739801
stride1uyj7ql0e84zah6g675zmmpcg4pxjmhwypx5tgq,41980000,41.98,20.210674429520147
stride1v0795jnqm7zdlp4zrsemsa5vcg0thttnl2uuk5,990000,0.99,0.4766214312821569
stride1v25luxq4tgevtcutynwww5m3rnjws6gmqlact9,50980000,50.98,24.543596532085207
stride1v4lcx5zrp03p29fltsd9cq8vxmztmpcahuf6jg,9980000,9.98,4.804729175955481
stride1v578qdl0cs9a8p3fwyus8qnfhrfan3hz5heeyr,25000000,25.0,12.035894729347397
stride1v6g26l88kzlkkwaj6kjkjze055axexffyshfk6,1160000,1.16,0.5584655154417192
stride1v6umul8nun2xaml2y24zrhwc3gx2lv38243hhe,100000000,100.0,48.14357891738959
stride1v6wny7xc752zgktglhrd2mvqkaxqa28gvgwrjv,3000000,3.0,1.4443073675216875
stride1v8u3guzvtp5zfcv00gusr0mtqc3q5p78jdjg0n,1880000,1.88,0.9050992836469242
stride1v8wlxxshmczu3ckcum3v4ltqksgh2nxg9a3uc4,34500000,34.5,16.609534726499408
stride1v9h8h47dacss2nxk37hlq3klalpv9u7xr5pjzk,4780000,4.78,2.3012630722512224
stride1v9h9me5u8gtm90t3vpwzf6w6pau5qpgxprdf6w,1049960,1.04996,0.5054883212010236
stride1vcsh4qcp2w23zsenca354g58e66k8asfh9vum9,34980000,34.98,16.840623905302877
stride1vd4wekuyuc9rkzxkxqmn6u9l9nys3d2rte5tqs,5170920,5.17092,2.4894659509550814
stride1ved5y6tc7dq2y09vnlvl3ey06zvz00vftr9gnu,980000,0.98,0.4718070733904179
stride1vghc0rcgh85fhftyh3vtqfz26ukjvk40rhum8d,1000000,1.0,0.4814357891738959
stride1vhvn7zkv592jjlnhjk28crgdsal25wnqzl6na3,500000,0.5,0.24071789458694795
stride1vjrx0lks65yefnsz4xk92vugda2z25es8s5c4d,2210820,2.21082,1.0643678714214324
stride1vmkyv60rztxhyahrw234l6juty72th8sfu9vk2,231918520,231.91852,111.65387570024195
stride1vmx0cs82npfy4s7af7edur550d4t4drk3q3y2a,150000,0.15,0.07221536837608437
stride1vnygknyenrthxseqp3n4qjznwp4gv5smeakhnf,15836280,15.83628,7.624151959378784
stride1vr9x3r8wflua6lmzspdep973lugnu9ft6pmjvk,239585090,239.58509,115.34483687844887
stride1vsd27ctsevms6j6rrvzsa2ltzg63jv0rnqk2r9,3900000,3.9,1.8775995777781938
stride1vsedfq70mjzqmvy27q29ek8ycc5jtulr2qvhea,3730000,3.73,1.7957554936186315
stride1vsgse6335r9dae85nlh2ps0hu84hlremhdfgw6,150000,0.15,0.07221536837608437
stride1vslwtgsnekvlefgtzg5h2g4d8367zd8d548lqg,5616600,5.6166,2.7040322534741033
stride1vvph0g70xlseweug0pauuwa99x5fat2ung9kwf,280000,0.28,0.13480202096869084
stride1vw7kmk6z4vselvg4mrg7f62chl2pd006e30nht,100000000,100.0,48.14357891738959
stride1vwruu9fwe2g7lphyp243cn2wug6xk5lqshkdzj,1480000,1.48,0.7125249679773659
stride1vyhq8nf5q072eg3hf5fupegnx0enus775uptpg,4700000,4.7,2.262748209117311
stride1vz8h0w0vdx6drzk3v9pkw06fycq4w7u7sep33q,2200000,2.2,1.059158736182571
stride1vze0vdgt020545den7sugecr0y2wtyxfx90ujg,23600000,23.6,11.361884624503942
stride1vzp0vctva79nfa6ayd775eey5ecffgretjfcnz,156989000,156.989,75.58012310662073
stride1vzqc2jhewd4h5wt7xs3d50fsxjw8z4p9j87hp3,967750,0.96775,0.46590948497303775
stride1w0mywwlhl6k8e4fngrv3nxvhc920tvhvyn902z,2960000,2.96,1.4250499359547317
stride1w0qnyd4jef6tlcj7nusd8py2es5vk6k8zy5r3w,3502480,3.50248,1.6862192228657866
stride1w53pwenq62wu63p3cpl2jxaa7txs20y7asxg4h,109000000,109.0,52.47650101995465
stride1w6w3nzsduptqarfdx6cfhrss3udew0jynmgxs9,9980000,9.98,4.804729175955481
stride1w72jgsk2s90hnyhwus64cjmqz3rdspq3v4mayw,2490000,2.49,1.1987751150430006
stride1w73dczlfzj6jl24erym33fh4vevr2vmfq7fvl5,399000000,399.0,192.09287988038443
stride1w7hnh43l2d3c9zafr9tg057vzsfkragr8d6vaa,1010000,1.01,0.4862501470656348
stride1wad5l002k8wsdwtc6jzvd3q0xf3y6vskmqeme0,150000,0.15,0.07221536837608437
stride1wc2sa9utqaec50sezfz4njdwuw98de6x66khny,9980000,9.98,4.804729175955481
stride1wc6cvtpnftwflq4ucjznlsc5tdqq79se2adn5r,5000000,5.0,2.4071789458694792
stride1wchzw68yjf855gvxcqwhkdn3f8dtrk0vkr2td5,4000000,4.0,1.9257431566955836
stride1wckcnvzdk8gf2ku4w3g8rflyrkvvn7trl43zcy,5980000,5.98,2.8789860192598975
stride1wdf29fcmkjf2nvw5t68q7a6cgdsymn3rhlahf9,20195300,20.1953,9.72274019310358
stride1wdlm2elgat9jxvj8ef85jfyjc7c5k53t2zl40f,1279440,1.27944,0.6159682061006493
stride1wee624lpnwccdppyt2kdfys6rvr9xyvu4g24nc,5780120,5.78012,2.782756633719819
stride1wffszaj6nu3pq9lhmrt0pdd06ef6qm3zqfvdua,10000000,10.0,4.8143578917389585
stride1wgahmf863takdln7z7shfsw4xwn8tkp0346zh3,4300000,4.3,2.0701738934477523
stride1wgwseh5840k0v6pu8s9nj53u0uvqz2dzxnm4lk,2000000,2.0,0.9628715783477918
stride1wh3nwe6gcgf3vld5vlfthjqk40wxkh002uc86g,23000000,23.0,11.073023150999605
stride1whgyh7kjfxsr5mdntsjs9let2hvcqfdpfecet7,1480000,1.48,0.7125249679773659
stride1wjg534qqq0vqlffze40c944upqpwxn5mwgx4ty,6980000,6.98,3.3604218084337933
stride1wjjg0mvsfgnskjj7qq28uaxqwq5h38q6vfqu4v,5638247920,5638.24792,2714.4543369232765
stride1wksp80683jeqas45z2kn58daax6kg97rc7keuf,1000000,1.0,0.4814357891738959
stride1wkvmdvx42f3zy92gaxldly3z96csenxuv208se,70000000,70.0,33.70050524217271
stride1wn08es4cahsha9lj5kml0kkf632nlh9dvd0c2n,156319250,156.31925,75.25768148682153
stride1wn9x2v3qw72ulmf38tt05s076jv28hl5taql2q,49980000,49.98,24.062160742911313
stride1wnnq8zw5s4elhnl6znyza82q73x7w8g3y0kq2h,6428150,6.42815,3.0947414681781784
stride1wpfx6jes7kwxngn86p57usyljccn9n8pvx2fzq,1580000,1.58,0.7606685468947555
stride1wq7pfzye6rvyl8h5wg7qalazg8adhkeq2pkpcl,20000000,20.0,9.628715783477917
stride1wt2zgukd0xc35l4yuku32j70l9rqqcpyldqjrj,32111700,32.1117,15.459721631215393
stride1wuw7dl2nxres8q8cythxg5n9hn0g5nxxt9ncgt,10000000,10.0,4.8143578917389585
stride1wv73f6679ds6pnqxur7asgr4dnse294ggf36gk,12928430,12.92843,6.2242088998294705
stride1wx9h8faquqn2qzjpv3m3tjx6yuf26054vlgjsd,19750000,19.75,9.508356836184443
stride1wxftsh6af8hs97ep6wmm8cvfvk2hvwhm4n9y4l,266000002,266.000002,128.06192088312787
stride1wy29rjfmal6z34h05c680x87j759syq3q3a53t,7700000,7.7,3.7070555766389983
stride1wyp9thwmuwq4f22q6wqfsj26kd5xtxnnz3ryk6,150000,0.15,0.07221536837608437
stride1wyqlzw4jsf9twwux5mautx8l7kxr8nxwhdq937,1266771,1.266771,0.6098688960876053
stride1wzele4enmzppy8pd6rxltsp7c0pjftqnasxpy9,13000000,13.0,6.2586652592606455
stride1wzp52kqvwz4ztsg5dyd50phwumuh22c79cs8zg,1080000,1.08,0.5199506523078076
stride1x0tuap8wxe403x8e869nwr2kl534afh0usjka0,800000,0.8,0.38514863133911664
stride1x27fddqupsw4r8flt2mm57lxs2j4ah4tdhjk4f,130000,0.13,0.06258665259260647
stride1x2qt6cva67m4f73wwtgvx78xygaphlnwrxcnu4,10120000,10.12,4.872130186439826
stride1x3u30a79seetx7jkq9l76kkqmfk8dtecchxfyq,480000,0.48,0.23108917880347
stride1x6r50pn99uq0rzjl4q42qn6vypcqaeenjcrnhw,15000000,15.0,7.221536837608438
stride1x6vlhg9krd25tdfe2kr79ku6rkzrlw5skg2n0x,9540000,9.54,4.592897428718966
stride1xa0m3zzvtvfjyc2we8q2fjyl4rmssc44z2pstg,150000,0.15,0.07221536837608437
stride1xagk4mwkqvgy9thezx6d7jhv8kgw7zf805f63e,22400000,22.4,10.784161677495266
stride1xaq2wdclvk0ahsehsysd7ekcksrzqtm6yxk2mq,6980000,6.98,3.3604218084337933
stride1xdu8wqnsv458vr8z77g99rv46djdn9aduemnp5,6142290,6.14229,2.9571182334849286
stride1xemmugnj6rq3kc3le4rnthuvms3ra9at8qqehs,1980000,1.98,0.9532428625643138
stride1xg5ftn4jzega3m87cu9e22ewzucddwx9u4lle2,5000000,5.0,2.4071789458694792
stride1xguy6dv79gfsd98a5x75djy0z4us5dhhm55lxc,1200000,1.2,0.577722947008675
stride1xj050ejzs04q770s23f5qftfs2wn2upjj5q4x7,2000000,2.0,0.9628715783477918
stride1xjkg8rl9l3wlz8gh4e83qfzpp28e339qufwuka,5235890,5.23589,2.5207448341777097
stride1xjthdwn80r8wl8m5kqr44hqx0lffp0h0jpz2ks,490000,0.49,0.23590353669520894
stride1xlhwnlduvcxrt3x577xua2s57g4wjlu44qwkns,740000,0.74,0.35626248398868293
stride1xlyxhmc6r8gzwp0j2qgrym3pfmhhnzhahqahaf,5900000,5.9,2.8404711561259854
stride1xmgz95emkv6l7jhuu83udmy2fk89c2sa6mk3w8,3190000,3.19,1.5357801674647278
stride1xnmp7vhwnt7mrlde622wu4z63hawahjsgpz2ac,200000,0.2,0.09628715783477916
stride1xp4gdw38a3hanhnprwyytzc3y92qhmkqgtz0ge,20180000,20.18,9.715374225529217
stride1xp77nj87d9j0eav490687p8mqjp9205ajpclmt,480000,0.48,0.23108917880347
stride1xq357xuzgf6m8pfvghkxeuzfhq7ujkd3nl8rxw,167630,0.16763,0.08070308133922016
stride1xr5wrqzvx77wcxh94rd92jr53jghq9xcfpr67j,19980000,19.98,9.61908706769444
stride1xt8yng6mke3l8880m85awf66dquzx25tf74nht,3001000,3.001,1.4447888033108613
stride1xtgpxvwy4hg8u0ff50xq6plwpc2kcg6gf6h5r7,9980000,9.98,4.804729175955481
stride1xu5sm7jv47v4rhcs7dnemsvhtcswj5gp2d2h65,45628290,45.62829,21.96709180480538
stride1xuf0rtcducq6hnpay5w8dtcfgqg83ga2zskc7t,357070,0.35707,0.17190627724032298
stride1xvdydlmunpmpue5d6jnp697mlgj57jr07um8v8,131197180,131.19718,63.163017890689666
stride1xwm26sgjh66hjsq8c9py6wucl5re6mdzcthspp,1250000,1.25,0.6017947364673698
stride1xwseskrmnxrvesmad0xtyfvl3lx7xzkkg2nazv,4598960,4.59896,2.21410393697918
stride1xxnalkj2e42wj2qfw86ytd0kwu52vwhwaw6lcz,2536360,2.53636,1.2210944782291027
stride1xxv9ksfyy3hnep6pltaxjrgluexaax0y004tqt,7250000,7.25,3.490409471510745
stride1xy4jrqec8n3ept8hnqdmkenh7n3295a8ye38q2,104980000,104.98,50.54112914747559
stride1xye5a9th3u0d5drfdpw8utxgqzrt8cmf0nnld8,4280000,4.28,2.0605451776642743
stride1xzp9ud733aychye4lue86rd5slff47fa99fes8,33000000,33.0,15.887381042738562
stride1y0mh3cfnsl5kmhcaaxwt4t66mvwczszwrgplmd,905160,0.90516,0.43577641892864355
